,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v
156,New Hampshire,2016-10-28,2016-11-02,University of Massachusetts Lowell,0.5555555555555556,702.0,44.0,44.0,5.0,0.0,44.63114,44.22107,5.006831,0.0,0,1,0,0
157,Arizona,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.3333333333333333,1116.0,41.0,42.0,8.0,0.0,41.43996,44.98566,6.36684,0.0,0,1,0,0
158,Ohio,2016-10-31,2016-11-03,TargetSmart/William & Mary,0.3333333333333333,837.0,40.0,43.0,8.0,0.0,40.30606,44.64392,7.724584,0.0,0,1,0,0
159,Colorado,2016-10-31,2016-11-03,Trafalgar Group,0.2222222222222222,1157.5,44.77,44.33,5.04,0.0,44.68932,41.67779,6.118633,0.0,0,1,0,0
160,Indiana,2016-11-01,2016-11-03,Public Opinion Strategies,0.5555555555555556,600.0,37.0,48.0,9.0,0.0,37.37132,49.48534,8.209533,0.0,0,1,0,0
161,Alabama,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,1116.0,36.0,55.0,6.0,0.0,34.57085,54.31767,3.69243,0.0,0,1,0,0
162,Ohio,2016-10-27,2016-11-01,Quinnipiac University,0.7777777777777777,600.0,41.0,46.0,5.0,0.0,41.64853,45.60469,4.69427,0.0,0,1,0,0
163,Virginia,2016-10-28,2016-10-30,Emerson College,0.5555555555555556,802.0,49.0,45.0,3.0,0.0,49.1487,43.76307,2.731334,0.0,0,1,0,0
164,Pennsylvania,2016-10-31,2016-11-01,"Susquehanna Polling & Research, Inc.",0.4444444444444445,677.5,45.0,43.0,2.0,0.0,45.6835,43.54456,2.542289,0.0,0,1,0,0
165,Colorado,2016-10-28,2016-10-31,Emerson College,0.5555555555555556,738.0,44.0,41.0,8.0,0.0,44.18147,39.61434,7.865426,0.0,0,1,0,0
166,New Hampshire,2016-10-20,2016-10-24,Marist College,0.8888888888888888,778.0,45.0,36.0,10.0,0.0,43.7742,38.96218,7.517833,0.0,0,1,0,0
167,New Jersey,2016-10-27,2016-11-02,Stockton College,0.5555555555555556,677.5,51.0,40.0,3.0,0.0,50.7404,39.86985,2.670724,0.0,0,1,0,0
168,Nebraska,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,1000.0,35.0,52.0,7.0,0.0,33.59756,51.33007,4.69243,0.0,0,1,0,0
169,Louisiana,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,1000.0,38.0,52.0,4.0,0.0,36.57474,51.31947,1.69243,0.0,0,1,0,0
170,Maine,2016-10-28,2016-10-30,Emerson College,0.5555555555555556,738.0,46.0,42.0,5.0,0.0,46.20038,40.92931,4.731334,0.0,0,1,0,0
171,Iowa,2016-10-20,2016-10-26,Quinnipiac University,0.7777777777777777,802.0,44.0,44.0,4.0,0.0,44.54643,45.2029,2.891494,0.0,0,1,0,0
172,Colorado,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.3333333333333333,956.0,44.0,37.0,9.0,0.0,44.45097,40.01209,7.36684,0.0,0,1,0,0
173,Virginia,2016-10-23,2016-10-30,Winthrop University,0.3333333333333333,702.0,44.0,39.0,5.0,0.0,44.85999,41.12677,4.527971,0.0,0,1,0,0
174,Pennsylvania,2016-10-26,2016-10-30,Franklin & Marshall College,0.6666666666666665,649.0,49.0,38.0,4.0,0.0,48.71268,40.4375,3.71827,0.0,0,1,0,0
175,Arizona,2016-10-28,2016-10-31,Emerson College,0.5555555555555556,702.0,43.0,47.0,2.0,0.0,43.17046,45.58791,1.865426,0.0,0,1,0,0
176,Minnesota,2016-10-22,2016-10-26,SurveyUSA,0.8888888888888888,649.0,49.0,39.0,5.0,0.0,47.77468,39.65068,4.789979,0.0,0,1,0,0
177,Arkansas,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,915.0,32.0,56.0,6.0,0.0,30.58876,55.32598,3.69243,0.0,0,1,0,0
178,Texas,2016-10-27,2016-10-29,Dixie Strategies,0.3333333333333333,1000.0,39.39,51.53,2.96,0.0,40.29257,51.67585,3.052178,0.0,0,1,0,0
179,Alaska,2016-11-03,2016-11-06,Gravis Marketing,0.4444444444444445,618.0,41.0,44.0,3.0,0.0,40.84795,43.33498,3.726098,0.0,0,0,1,0
180,Virginia,2016-10-20,2016-10-26,Quinnipiac University,0.7777777777777777,738.0,50.0,38.0,4.0,0.0,50.5296,39.00021,2.891494,0.0,0,1,0,0
181,Nevada,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.3333333333333333,875.0,45.0,38.0,7.0,0.0,45.434,40.97136,5.36684,0.0,0,1,0,0
182,Nevada,2016-10-20,2016-10-24,Marist College,0.8888888888888888,702.0,43.0,43.0,10.0,0.0,41.74095,45.53403,7.517833,0.0,0,1,0,0
183,Texas,2016-10-21,2016-10-22,YouGov,0.5555555555555556,1041.0,43.0,46.0,5.0,0.0,43.83179,48.17364,4.819643,0.0,0,1,0,0
184,Florida,2016-10-20,2016-10-25,University of North Florida,0.6666666666666665,802.0,43.0,39.0,6.0,0.0,44.44585,42.81216,4.444717,0.0,0,1,0,0
185,Arizona,2016-11-04,2016-11-06,Data Orbital,0.3333333333333333,552.0,44.0,47.0,4.0,0.0,44.59101,46.81411,4.462495,0.0,0,1,0,0
186,Kentucky,2016-10-26,2016-10-28,Cygnal Political,0.3333333333333333,802.0,32.0,56.0,7.381739907109681,0.0,32.03058,55.3284,4.659761409860664,0.0,0,1,0,0
187,U.S.,2016-10-20,2016-10-24,Suffolk University,0.6666666666666665,1000.0,47.4,37.6,3.9,0.0,47.48859,39.92883,4.058555,0.0,0,1,0,0
188,Florida,2016-10-25,2016-10-26,Public Policy Polling,0.6666666666666665,738.0,48.0,44.0,7.381739907109681,0.0,47.06064,44.3281,4.659761409860664,0.0,0,1,0,0
189,New Hampshire,2016-10-29,2016-11-01,MassINC Polling Group,0.7777777777777777,500.0,39.0,40.0,10.0,0.0,39.39812,40.77245,9.115731,0.0,0,1,0,0
190,Utah,2016-10-30,2016-11-02,Monmouth University,1.0,403.0,31.0,37.0,4.0,24.0,30.06568,36.70382,4.644697,24.10142,0,1,0,0
191,Georgia,2016-10-28,2016-10-31,Emerson College,0.5555555555555556,649.0,42.0,51.0,2.0,0.0,42.13029,49.49152,1.865426,0.0,0,1,0,0
192,North Carolina,2016-10-27,2016-11-01,Trafalgar Group,0.2222222222222222,1157.5,44.16,49.13,3.59,0.0,44.06113,46.8853,4.342774,0.0,0,1,0,0
193,Pennsylvania,2016-10-30,2016-11-04,Muhlenberg College,0.8888888888888888,403.0,44.0,40.0,7.0,0.0,45.37725,41.55843,5.609583,0.0,0,1,0,0
194,U.S.,2016-10-17,2016-10-18,Quinnipiac University,0.7777777777777777,1000.0,47.0,40.0,7.0,0.0,47.59504,41.77778,5.309141,0.0,0,1,0,0
195,Georgia,2016-10-25,2016-10-27,SurveyUSA,0.8888888888888888,677.5,42.0,49.0,3.0,0.0,42.11749,51.02676,2.294843,0.0,0,0,1,0
196,Vermont,2016-10-24,2016-10-26,"Political Marketing International, Inc./Red Racing Horses",0.4444444444444445,1041.0,52.0,26.0,5.0,0.0,51.28784,27.41402,4.467054,0.0,0,1,0,0
197,South Carolina,2016-10-30,2016-10-31,Starboard Communications,0.3333333333333333,600.0,36.0,47.0,3.0,0.0,37.15811,47.01984,2.431163,0.0,0,1,0,0
198,U.S.,2016-10-20,2016-10-21,Public Policy Polling,0.6666666666666665,1000.0,46.0,40.0,5.0,0.0,45.45713,41.71628,4.749727,0.0,0,1,0,0
199,Maine,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,778.0,46.0,38.0,10.0,0.0,44.61831,37.33969,7.69243,0.0,0,1,0,0
200,New Hampshire,2016-10-31,2016-11-02,Suffolk University,0.6666666666666665,500.0,41.8,42.2,5.4,0.0,42.04822,42.63172,6.729403,0.0,0,1,0,0
201,Pennsylvania,2016-11-02,2016-11-03,Harper Polling,0.4444444444444445,500.0,46.0,46.0,2.0,0.0,45.65549,45.67242,2.631176,0.0,0,1,0,0
202,Michigan,2016-11-06,2016-11-06,Mitchell Research & Communications,0.0,1000.0,47.0,41.0,7.0,0.0,45.66812,39.83537,7.209869,0.0,0,1,0,0
203,U.S.,2016-10-20,2016-10-23,CNN/Opinion Research Corp.,0.7777777777777777,778.0,49.0,44.0,3.0,0.0,48.24186,43.85993,1.532326,0.0,0,1,0,0
204,Idaho,2016-10-21,2016-10-23,Emerson College,0.5555555555555556,1041.0,23.0,52.0,7.381739907109681,0.0,21.03514,50.26709,4.659761409860664,0.0,0,1,0,0
205,North Carolina,2016-10-23,2016-10-27,Elon University,0.6666666666666665,702.0,42.0,41.2,2.6,0.0,42.4499,43.95295,2.055828,0.0,0,1,0,0
206,New Mexico,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,738.0,40.0,38.0,16.0,0.0,38.59988,37.33114,13.69243,0.0,0,1,0,0
207,Michigan,2016-11-03,2016-11-03,Strategic National,0.3333333333333333,552.0,44.0,44.0,4.0,0.0,44.44589,42.65931,4.284007,0.0,0,1,0,0
208,Pennsylvania,2016-10-29,2016-11-01,Monmouth University,1.0,403.0,48.0,44.0,3.0,0.0,47.05881,43.84153,3.567343,0.0,0,1,0,0
209,Utah,2016-10-29,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,738.0,31.0,42.0,3.0,21.0,31.67657,42.74799,2.96543,21.16903,0,1,0,0
210,New Hampshire,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,46.0,40.0,6.0,0.0,46.59223,40.15223,6.418502,0.0,0,1,0,0
211,North Carolina,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,49.0,43.0,4.0,0.0,49.54782,43.13161,4.418502,0.0,0,1,0,0
212,Pennsylvania,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,46.0,3.0,0.0,44.55332,46.13416,3.418502,0.0,0,1,0,0
213,Ohio,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,43.0,5.0,0.0,44.5601,43.13731,5.418502,0.0,0,1,0,0
214,Nevada,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,44.0,5.0,0.0,44.56076,44.13762,5.418502,0.0,0,1,0,0
215,Georgia,2016-10-20,2016-10-26,Quinnipiac University,0.7777777777777777,702.0,43.0,44.0,8.0,0.0,43.51506,44.82506,6.891494,0.0,0,1,0,0
216,Mississippi,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,702.0,42.0,50.0,4.0,0.0,40.56659,49.31569,1.69243,0.0,0,1,0,0
217,U.S.,2016-10-14,2016-10-17,Selzer & Company,1.0,1000.0,47.0,38.0,8.0,0.0,47.42654,40.63767,6.103847,0.0,0,1,0,0
218,Florida,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,47.0,45.0,2.0,0.0,47.55885,45.13673,2.418502,0.0,0,1,0,0
219,Georgia,2016-10-17,2016-10-20,Time/Abt SRBI,0.7777777777777777,837.0,42.0,44.0,9.0,0.0,42.37531,46.98845,6.20925,0.0,0,1,0,0
220,New Hampshire,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,702.0,47.0,38.0,10.0,0.0,45.62528,37.34293,7.69243,0.0,0,1,0,0
221,Missouri,2016-10-28,2016-10-31,Monmouth University,1.0,403.0,38.0,52.0,4.0,0.0,37.0641,52.04086,4.43456,0.0,0,1,0,0
222,Iowa,2016-11-01,2016-11-03,Loras College,0.4444444444444445,500.0,44.2,43.4,3.2,0.0,44.90779,44.60271,3.139172,0.0,0,1,0,0
223,Maine,2016-10-20,2016-10-25,University of New Hampshire,0.6666666666666665,677.5,48.0,37.0,5.0,0.0,47.81695,40.65277,4.237847,0.0,0,1,0,0
224,New Hampshire,2016-10-31,2016-11-02,American Research Group,0.3333333333333333,600.0,43.0,48.0,7.381739907109681,0.0,40.37428,44.45845,4.659761409860664,0.0,0,1,0,0
225,Virginia,2016-10-29,2016-11-01,Roanoke College,0.3333333333333333,649.0,45.0,38.0,5.0,0.0,44.33289,40.2916,4.922081,0.0,0,1,0,0
226,Missouri,2016-10-24,2016-10-26,"Mason-Dixon Polling & Research, Inc.",0.6666666666666665,618.0,42.0,47.0,3.0,0.0,40.84165,48.47509,2.62554,0.0,0,1,0,0
227,North Carolina,2016-10-26,2016-10-27,Emerson College,0.5555555555555556,649.0,48.0,45.0,4.0,0.0,48.1259,44.11272,3.50694,0.0,0,1,0,0
228,U.S.,2016-10-21,2016-10-24,Greenberg Quinlan Rosner (Democracy Corps),0.4444444444444445,915.0,50.0,38.0,5.0,0.0,49.0201,40.49033,2.804717,0.0,0,1,0,0
229,Colorado,2016-10-29,2016-10-31,University of Denver,0.3333333333333333,552.0,39.0,39.0,5.0,0.0,40.56562,40.02536,5.230365,0.0,0,1,0,0
230,Indiana,2016-10-27,2016-10-30,Monmouth University,1.0,403.0,39.0,50.0,4.0,0.0,38.05541,50.24563,4.300468,0.0,0,1,0,0
231,Idaho,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,618.0,29.0,47.0,6.0,0.0,27.60083,46.33158,3.69243,0.0,0,1,0,0
232,Wisconsin,2016-10-31,2016-11-01,Loras College,0.4444444444444445,500.0,43.9,37.9,6.8,0.0,44.61546,39.23007,6.647425,0.0,0,1,0,0
233,Utah,2016-11-01,2016-11-03,Y2 Analytics,0.3333333333333333,500.0,24.0,33.0,5.0,28.0,25.34813,35.57386,4.569504,28.06761,0,1,0,0
234,U.S.,2016-10-22,2016-10-26,Saint Leo University,0.3333333333333333,1041.0,46.05,34.95,7.6,0.0,44.76924,39.18106,5.875473,0.0,0,1,0,0
235,Florida,2016-10-22,2016-10-26,Saint Leo University,0.3333333333333333,1041.0,50.4,36.95,4.95,0.0,49.11743,41.16291,3.225473,0.0,0,1,0,0
236,Missouri,2016-10-27,2016-11-01,DFM Research,0.4444444444444445,500.0,38.0,47.0,3.0,0.0,37.80919,48.67888,3.328089,0.0,0,1,0,0
237,Kentucky,2016-10-26,2016-10-28,Google Consumer Surveys,0.5555555555555556,1000.0,24.8,38.2,7.0,0.0,31.38287,48.1466,5.938227,0.0,1,0,0,0
238,Florida,2016-10-25,2016-10-30,TargetSmart/William & Mary,0.3333333333333333,702.0,48.0,40.0,3.0,0.0,48.30933,42.53546,2.154291,0.0,0,1,0,0
239,Illinois,2016-10-16,2016-10-18,Victory Research,0.3333333333333333,1192.0,51.2,36.1,5.6,0.0,50.62864,37.56908,4.103082,0.0,0,1,0,0
240,Washington,2016-11-04,2016-11-06,Insights West,0.3333333333333333,403.0,51.0,36.0,4.0,0.0,51.24173,36.16951,4.344544,0.0,0,1,0,0
241,California,2016-11-04,2016-11-06,Insights West,0.3333333333333333,403.0,58.0,35.0,3.0,0.0,58.23531,35.16666,3.344544,0.0,0,1,0,0
242,Georgia,2016-11-02,2016-11-03,Opinion Savvy/InsiderAdvantage,0.1111111111111111,525.0,44.7,48.5,5.6,0.0,43.8863,47.90149,5.406828,0.0,0,1,0,0
243,Arizona,2016-11-04,2016-11-06,Insights West,0.3333333333333333,403.0,45.0,47.0,5.0,0.0,45.2361,47.16701,5.344544,0.0,0,1,0,0
244,Colorado,2016-11-01,2016-11-02,Magellan Strategies,0.2222222222222222,500.0,44.1,37.6,7.0,0.0,43.87988,37.2353,7.231653,0.0,0,1,0,0
245,Illinois,2016-10-27,2016-10-30,Emerson College,0.5555555555555556,500.0,53.0,41.0,2.0,0.0,53.15499,39.7833,1.731334,0.0,0,1,0,0
246,Arkansas,2016-10-18,2016-10-25,University of Arkansas,0.7777777777777777,600.0,31.3,51.1,7.381739907109681,0.0,31.09455,52.12732,4.659761409860664,0.0,0,1,0,0
247,Ohio,2016-10-24,2016-10-26,Trafalgar Group,0.2222222222222222,1157.5,44.15,48.54,1.89,0.0,44.01387,47.43716,2.076297,0.0,0,1,0,0
248,Nevada,2016-10-28,2016-11-01,JMC Enterprises,0.2222222222222222,600.0,45.0,45.0,4.0,0.0,45.18513,45.80397,4.686553,0.0,0,1,0,0
249,Nevada,2016-10-20,2016-10-23,Bendixen & Amandi International,0.3333333333333333,802.0,48.0,41.0,6.0,0.0,47.10323,43.49369,5.133839,0.0,0,1,0,0
250,Illinois,2016-10-26,2016-10-27,Loras College,0.4444444444444445,600.0,45.0,34.0,6.0,0.0,45.6904,36.28584,5.254827,0.0,0,1,0,0
251,New Mexico,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.3333333333333333,552.0,39.0,31.0,22.0,0.0,39.44445,33.99644,20.36684,0.0,0,1,0,0
252,Nevada,2016-11-04,2016-11-06,Insights West,0.3333333333333333,372.5,42.0,42.0,4.0,0.0,42.23429,42.16621,4.344544,0.0,0,1,0,0
253,Oregon,2016-10-25,2016-10-29,"Davis, Hibbitts & Midghall, Inc.",0.5555555555555556,500.0,41.0,34.0,4.0,0.0,42.88593,37.01685,3.262669,0.0,0,1,0,0
254,Florida,2016-10-19,2016-10-19,Associated Industries of Florida,0.3333333333333333,1000.0,44.0,41.0,4.0,0.0,44.38284,45.26431,2.329915,0.0,0,1,0,0
255,Kentucky,2016-10-25,2016-10-30,Western Kentucky University,0.3333333333333333,600.0,37.0,54.0,1.0,0.0,36.28793,54.44925,1.19285,0.0,0,1,0,0
256,Florida,2016-10-25,2016-10-26,Dixie Strategies,0.3333333333333333,702.0,42.4,45.7,7.381739907109681,0.0,42.81926,45.82367,4.659761409860664,0.0,0,1,0,0
257,Minnesota,2016-10-20,2016-10-22,"Mason-Dixon Polling & Research, Inc.",0.6666666666666665,618.0,47.0,39.0,6.0,0.0,45.8059,41.30911,5.147199,0.0,0,1,0,0
258,Texas,2016-10-22,2016-10-24,Crosswind Media & Public Relations,0.3333333333333333,802.0,38.0,45.0,7.0,0.0,37.96263,46.97692,5.248705,0.0,0,1,0,0
259,U.S.,2016-10-11,2016-10-14,SurveyUSA,0.8888888888888888,837.0,46.0,36.0,5.0,0.0,44.9855,37.8656,3.658588,0.0,0,1,0,0
260,Utah,2016-10-20,2016-10-27,Dan Jones & Associates,0.3333333333333333,837.0,24.0,32.0,4.0,30.0,23.49263,33.38083,2.880316,30.37186,0,1,0,0
261,Massachusetts,2016-10-23,2016-11-02,Western New England University,0.7777777777777777,403.0,56.0,26.0,8.0,0.0,54.54934,28.11633,7.270043,0.0,0,1,0,0
262,West Virginia,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,465.0,29.0,56.0,7.0,0.0,27.59833,55.33043,4.69243,0.0,0,1,0,0
263,South Dakota,2016-10-19,2016-10-21,Remington,0.3333333333333333,1116.0,37.0,48.0,6.0,0.0,36.94929,49.16918,5.714757,0.0,0,1,0,0
264,Pennsylvania,2016-10-25,2016-10-26,Emerson College,0.5555555555555556,552.0,48.0,43.0,6.0,0.0,48.12632,42.37082,5.391376,0.0,0,1,0,0
265,South Dakota,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,465.0,32.0,53.0,11.0,0.0,30.60196,52.33211,8.69243,0.0,0,1,0,0
266,Vermont,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,465.0,61.0,25.0,6.0,0.0,59.6192,24.34011,3.69243,0.0,0,1,0,0
267,Washington,2016-10-20,2016-10-22,Elway Research,1.0,500.0,48.0,31.0,1.0,0.0,48.40142,34.91003,1.067166,0.0,0,1,0,0
268,Montana,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,434.0,30.0,52.0,11.0,0.0,28.60532,51.33367,8.69243,0.0,0,1,0,0
269,Idaho,2016-10-23,2016-10-24,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,738.0,29.0,48.0,6.0,0.0,29.59695,50.13865,5.337899,0.0,0,1,0,0
270,Massachusetts,2016-10-24,2016-10-26,Suffolk University,0.6666666666666665,500.0,57.0,25.0,4.0,0.0,57.19128,27.1699,4.528814,0.0,0,1,0,0
271,New Hampshire,2016-10-17,2016-10-21,YouGov,0.5555555555555556,778.0,43.0,38.0,8.0,0.0,43.9067,41.18108,7.460927,0.0,0,1,0,0
272,U.S.,2016-10-12,2016-10-18,Princeton Survey Research Associates International,0.6666666666666665,1041.0,49.0,38.0,7.381739907109681,0.0,48.48471,41.70923,4.659761409860664,0.0,0,0,1,0
273,Florida,2016-10-26,2016-10-27,Emerson College,0.5555555555555556,500.0,46.0,45.0,4.0,0.0,46.14374,44.19958,3.50694,0.0,0,1,0,0
274,Maine,2016-10-24,2016-10-26,Maine People's Resource Center,0.2222222222222222,802.0,42.0,37.0,9.0,0.0,43.37541,39.14096,7.608917,0.0,0,1,0,0
275,Hawaii,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,434.0,52.0,28.0,9.0,0.0,50.61398,27.33769,6.69243,0.0,0,1,0,0
276,North Carolina,2016-10-20,2016-10-23,Siena College,0.8888888888888888,802.0,46.0,39.0,8.0,0.0,46.30374,42.19794,5.994473,0.0,0,1,0,0
277,Montana,2016-10-10,2016-10-12,"Mason-Dixon Polling & Research, Inc.",0.6666666666666665,1000.0,36.0,46.0,11.0,0.0,35.17969,49.30766,9.259796,0.0,0,1,0,0
278,Maine CD-1,2016-10-28,2016-10-30,Emerson College,0.5555555555555556,372.5,48.8,42.5,4.2,0.0,49.01021,41.46093,3.931334,0.0,0,1,0,0
279,Maine CD-2,2016-10-28,2016-10-30,Emerson College,0.5555555555555556,372.5,43.6,42.2,6.3,0.0,43.78944,41.0941,6.031334,0.0,0,1,0,0
280,Rhode Island,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,403.0,48.0,36.0,6.0,0.0,46.62957,35.34492,3.69243,0.0,0,1,0,0
281,U.S.,2016-10-14,2016-10-16,Monmouth University,1.0,738.0,50.0,38.0,5.0,0.0,49.11955,40.53084,3.792032,0.0,0,1,0,0
282,Pennsylvania,2016-10-07,2016-10-11,Selzer & Company,1.0,802.0,48.0,39.0,6.0,0.0,48.79026,41.73431,3.630069,0.0,0,1,0,0
283,Nebraska CD-3,2016-09-25,2016-09-26,Emerson College,0.5555555555555556,702.0,20.0,65.0,7.381739907109681,0.0,18.62685,62.84461,4.659761409860664,0.0,0,1,0,0
284,Nebraska CD-1,2016-09-25,2016-09-26,Emerson College,0.5555555555555556,702.0,29.0,53.0,7.381739907109681,0.0,27.63954,50.77678,4.659761409860664,0.0,0,1,0,0
285,New Hampshire,2016-10-22,2016-10-25,Monmouth University,1.0,403.0,46.0,42.0,7.0,0.0,45.01475,43.7226,6.767071,0.0,0,1,0,0
286,Alaska,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,403.0,31.0,48.0,12.0,0.0,29.60705,47.33447,9.69243,0.0,0,1,0,0
287,Michigan,2016-10-25,2016-10-26,Emerson College,0.5555555555555556,500.0,50.0,43.0,3.0,0.0,50.13998,42.451,2.391376,0.0,0,1,0,0
288,Maine CD-2,2016-10-10,2016-10-11,Clarity Campaign Labs,0.5555555555555556,915.0,39.0,39.0,7.381739907109681,0.0,37.26624,39.54083,4.659761409860664,0.0,0,1,0,0
289,U.S.,2016-10-28,2016-11-01,CBS News/New York Times,0.7777777777777777,915.0,45.0,42.0,5.0,0.0,45.23948,42.55291,3.928672,0.0,0,1,0,0
290,Louisiana,2016-10-17,2016-10-19,"Mason-Dixon Polling & Research, Inc.",0.6666666666666665,618.0,34.0,54.0,2.0,0.0,32.82679,56.29145,0.8068885,0.0,0,1,0,0
291,Alaska,2016-10-25,2016-10-27,Google Consumer Surveys,0.5555555555555556,434.0,38.0,39.0,11.0,0.0,43.43333,46.13872,9.828628,0.0,0,1,0,0
292,North Carolina,2016-10-10,2016-10-15,CNN/Opinion Research Corp.,0.7777777777777777,778.0,48.0,47.0,4.0,0.0,47.44931,47.59521,1.670184,0.0,0,1,0,0
293,Arizona,2016-10-21,2016-10-24,Monmouth University,1.0,403.0,45.0,46.0,4.0,0.0,43.96341,47.57774,3.631784,0.0,0,1,0,0
294,Florida,2016-10-27,2016-11-01,Quinnipiac University,0.7777777777777777,618.0,46.0,45.0,2.0,0.0,46.64637,44.59952,1.69427,0.0,0,1,0,0
295,Ohio,2016-10-10,2016-10-15,CNN/Opinion Research Corp.,0.7777777777777777,778.0,44.0,48.0,4.0,0.0,43.47943,48.83268,1.670184,0.0,0,1,0,0
296,Nevada,2016-10-12,2016-10-14,YouGov,0.5555555555555556,1000.0,46.0,40.0,4.0,0.0,47.07633,43.22807,2.957501,0.0,0,1,0,0
297,U.S.,2016-10-17,2016-10-20,American Research Group,0.3333333333333333,1000.0,49.0,42.0,7.381739907109681,0.0,46.49783,41.0345,4.659761409860664,0.0,0,1,0,0
298,North Carolina,2016-10-27,2016-11-01,Quinnipiac University,0.7777777777777777,600.0,47.0,44.0,3.0,0.0,47.6274,43.55398,2.694269,0.0,0,1,0,0
299,Delaware,2016-11-01,2016-11-07,SurveyMonkey,0.1111111111111111,372.5,50.0,39.0,6.0,0.0,48.5915,38.32726,3.69243,0.0,0,1,0,0
300,Idaho,2016-10-25,2016-10-27,Google Consumer Surveys,0.5555555555555556,403.0,29.0,41.0,9.0,0.0,34.42361,48.08162,7.828628,0.0,0,1,0,0
301,Wisconsin,2016-10-27,2016-10-28,Emerson College,0.5555555555555556,403.0,48.0,42.0,9.0,0.0,48.16031,41.04472,8.620993,0.0,0,1,0,0
302,Ohio,2016-10-10,2016-10-12,Marist College,0.8888888888888888,738.0,41.0,42.0,9.0,0.0,40.08881,45.54591,5.52235,0.0,0,1,0,0
303,North Carolina,2016-10-20,2016-10-23,Monmouth University,1.0,403.0,47.0,46.0,4.0,0.0,45.9461,47.50813,3.497823,0.0,0,1,0,0
304,Wisconsin,2016-10-13,2016-10-16,St. Norbert College,0.7777777777777777,677.5,47.0,39.0,1.0,0.0,47.01667,42.22475,0.4889597,0.0,0,1,0,0
305,U.S.,2016-11-02,2016-11-05,ABC News/Washington Post,1.0,1949.0,47.0,43.0,4.0,0.0,45.28374,41.76419,4.635295,0.0,0,1,0,0
306,North Carolina,2016-10-17,2016-10-18,The Times-Picayune/Lucid,0.3333333333333333,915.0,42.0,41.0,8.0,0.0,42.36172,45.92974,4.981711,0.0,0,1,0,0
307,Indiana,2016-10-30,2016-11-01,Gravis Marketing,0.4444444444444445,403.0,39.0,49.0,5.0,0.0,39.03215,48.77753,5.454842,0.0,0,0,1,0
308,Colorado,2016-10-10,2016-10-16,Quinnipiac University,0.7777777777777777,677.5,45.0,37.0,10.0,0.0,45.79907,39.39978,7.895391,0.0,0,1,0,0
309,Florida,2016-10-31,2016-11-06,Ipsos,0.7777777777777777,875.0,47.66,46.77,7.381739907109681,0.0,47.6194,46.50841,4.659761409860664,0.0,0,1,0,0
310,Vermont,2016-10-19,2016-10-22,Braun Research,0.3333333333333333,600.0,50.0,22.0,7.0,0.0,49.92209,25.14035,5.535173,0.0,0,1,0,0
311,Texas,2016-10-07,2016-10-15,University of Houston,0.5555555555555556,1000.0,38.0,41.0,4.0,0.0,38.18245,44.98571,2.351346,0.0,0,1,0,0
312,California,2016-11-01,2016-11-07,Google Consumer Surveys,0.5555555555555556,1611.0,47.88,26.4,6.22,0.0,53.19788,31.92546,5.935791,0.0,0,1,0,0
313,U.S.,2016-10-18,2016-10-23,Centre College,0.3333333333333333,552.0,44.9,40.0,6.0,0.0,45.37368,42.53225,4.58478,0.0,0,1,0,0
