,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
170,Maine,2016-10-28,2016-10-30,Emerson College,0.555555556,738,46,42,5,0,46.20038,40.92931,4.731334,0,0,1,0,0,2.008736,2
171,Iowa,2016-10-20,2016-10-26,Quinnipiac University,0.777777778,802,44,44,4,0,44.54643,45.2029,2.891494,0,0,1,0,0,2.007741,6
172,Colorado,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.333333333,956,44,37,9,0,44.45097,40.01209,7.36684,0,0,1,0,0,2.005188,4
173,Virginia,2016-10-23,2016-10-30,Winthrop University,0.333333333,702,44,39,5,0,44.85999,41.12677,4.527971,0,0,1,0,0,2.003458,7
174,Pennsylvania,2016-10-26,2016-10-30,Franklin & Marshall College,0.666666667,649,49,38,4,0,48.71268,40.4375,3.71827,0,0,1,0,0,1.98423,4
175,Arizona,2016-10-28,2016-10-31,Emerson College,0.555555556,702,43,47,2,0,43.17046,45.58791,1.865426,0,0,1,0,0,1.981763,3
176,Minnesota,2016-10-22,2016-10-26,SurveyUSA,0.888888889,649,49,39,5,0,47.77468,39.65068,4.789979,0,0,1,0,0,1.972823,4
177,Arkansas,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,915,32,56,6,0,30.58876,55.32598,3.69243,0,0,1,0,0,1.969291,6
178,Texas,2016-10-27,2016-10-29,Dixie Strategies,0.333333333,1000,39.39,51.53,2.96,0,40.29257,51.67585,3.052178,0,0,1,0,0,0,2
179,Alaska,2016-11-03,2016-11-06,Gravis Marketing,0.444444444,618,41,44,3,0,40.84795,43.33498,3.726098,0,0,0,1,0,0,3
180,Virginia,2016-10-20,2016-10-26,Quinnipiac University,0.777777778,738,50,38,4,0,50.5296,39.00021,2.891494,0,0,1,0,0,1.925744,6
181,Nevada,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.333333333,875,45,38,7,0,45.434,40.97136,5.36684,0,0,1,0,0,1.92454,4
182,Nevada,2016-10-20,2016-10-24,Marist College,0.888888889,702,43,43,10,0,41.74095,45.53403,7.517833,0,0,1,0,0,1.92041,4
183,Texas,2016-10-21,2016-10-22,YouGov,0.555555556,1041,43,46,5,0,43.83179,48.17364,4.819643,0,0,1,0,0,1.913652,1
184,Florida,2016-10-20,2016-10-25,University of North Florida,0.666666667,802,43,39,6,0,44.44585,42.81216,4.444717,0,0,1,0,0,1.906689,5
185,Arizona,2016-11-04,2016-11-06,Data Orbital,0.333333333,552,44,47,4,0,44.59101,46.81411,4.462495,0,0,1,0,0,1.905978,2
186,Kentucky,2016-10-26,2016-10-28,Cygnal Political,0.333333333,802,32,56,7.381739907,0,32.03058,55.3284,4.65976141,0,0,1,0,0,1.90156,2
187,U.S.,2016-10-20,2016-10-24,Suffolk University,0.666666667,1000,47.4,37.6,3.9,0,47.48859,39.92883,4.058555,0,0,1,0,0,1.892715,4
188,Florida,2016-10-25,2016-10-26,Public Policy Polling,0.666666667,738,48,44,7.381739907,0,47.06064,44.3281,4.65976141,0,0,1,0,0,1.891013,1
189,New Hampshire,2016-10-29,2016-11-01,MassINC Polling Group,0.777777778,500,39,40,10,0,39.39812,40.77245,9.115731,0,0,1,0,0,1.888348,3
190,Utah,2016-10-30,2016-11-02,Monmouth University,1,403,31,37,4,24,30.06568,36.70382,4.644697,24.10142,0,1,0,0,1.874386,3
191,Georgia,2016-10-28,2016-10-31,Emerson College,0.555555556,649,42,51,2,0,42.13029,49.49152,1.865426,0,0,1,0,0,1.870896,3
192,North Carolina,2016-10-27,2016-11-01,Trafalgar Group,0.222222222,1157.5,44.16,49.13,3.59,0,44.06113,46.8853,4.342774,0,0,1,0,0,1.86926,5
193,Pennsylvania,2016-10-30,2016-11-04,Muhlenberg College,0.888888889,403,44,40,7,0,45.37725,41.55843,5.609583,0,0,1,0,0,1.860964,5
194,U.S.,2016-10-17,2016-10-18,Quinnipiac University,0.777777778,1000,47,40,7,0,47.59504,41.77778,5.309141,0,0,1,0,0,1.84974,1
195,Georgia,2016-10-25,2016-10-27,SurveyUSA,0.888888889,677.5,42,49,3,0,42.11749,51.02676,2.294843,0,0,0,1,0,1.847893,2
196,Vermont,2016-10-24,2016-10-26,"Political Marketing International, Inc./Red Racing Horses",0.444444444,1041,52,26,5,0,51.28784,27.41402,4.467054,0,0,1,0,0,1.84475,2
197,South Carolina,2016-10-30,2016-10-31,Starboard Communications,0.333333333,600,36,47,3,0,37.15811,47.01984,2.431163,0,0,1,0,0,1.837303,1
198,U.S.,2016-10-20,2016-10-21,Public Policy Polling,0.666666667,1000,46,40,5,0,45.45713,41.71628,4.749727,0,0,1,0,0,1.837002,1
199,Maine,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,778,46,38,10,0,44.61831,37.33969,7.69243,0,0,1,0,0,1.832306,6
200,New Hampshire,2016-10-31,2016-11-02,Suffolk University,0.666666667,500,41.8,42.2,5.4,0,42.04822,42.63172,6.729403,0,0,1,0,0,1.83191,2
201,Pennsylvania,2016-11-02,2016-11-03,Harper Polling,0.444444444,500,46,46,2,0,45.65549,45.67242,2.631176,0,0,1,0,0,1.818984,1
202,Michigan,2016-11-06,2016-11-06,Mitchell Research & Communications,0,1000,47,41,7,0,45.66812,39.83537,7.209869,0,0,1,0,0,1.812482,0
203,U.S.,2016-10-20,2016-10-23,CNN/Opinion Research Corp.,0.777777778,778,49,44,3,0,48.24186,43.85993,1.532326,0,0,1,0,0,1.808382,3
204,Idaho,2016-10-21,2016-10-23,Emerson College,0.555555556,1041,23,52,7.381739907,0,21.03514,50.26709,4.65976141,0,0,1,0,0,1.805053,2
205,North Carolina,2016-10-23,2016-10-27,Elon University,0.666666667,702,42,41.2,2.6,0,42.4499,43.95295,2.055828,0,0,1,0,0,1.79661,4
206,New Mexico,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,738,40,38,16,0,38.59988,37.33114,13.69243,0,0,1,0,0,1.788644,6
207,Michigan,2016-11-03,2016-11-03,Strategic National,0.333333333,552,44,44,4,0,44.44589,42.65931,4.284007,0,0,1,0,0,1.787524,0
208,Pennsylvania,2016-10-29,2016-11-01,Monmouth University,1,403,48,44,3,0,47.05881,43.84153,3.567343,0,0,1,0,0,1.784962,3
209,Utah,2016-10-29,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.333333333,738,31,42,3,21,31.67657,42.74799,2.96543,21.16903,0,1,0,0,1.776266,2
210,New Hampshire,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,525,46,40,6,0,46.59223,40.15223,6.418502,0,0,1,0,0,1.770959,4
211,North Carolina,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,525,49,43,4,0,49.54782,43.13161,4.418502,0,0,1,0,0,1.770959,4
212,Pennsylvania,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,525,44,46,3,0,44.55332,46.13416,3.418502,0,0,1,0,0,1.770959,4
213,Ohio,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,525,44,43,5,0,44.5601,43.13731,5.418502,0,0,1,0,0,1.770959,4
214,Nevada,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,525,44,44,5,0,44.56076,44.13762,5.418502,0,0,1,0,0,1.770959,4
215,Georgia,2016-10-20,2016-10-26,Quinnipiac University,0.777777778,702,43,44,8,0,43.51506,44.82506,6.891494,0,0,1,0,0,1.770268,6
216,Mississippi,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,702,42,50,4,0,40.56659,49.31569,1.69243,0,0,1,0,0,1.76906,6
217,U.S.,2016-10-14,2016-10-17,Selzer & Company,1,1000,47,38,8,0,47.42654,40.63767,6.103847,0,0,1,0,0,1.767575,3
218,Florida,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,0.333333333,525,47,45,2,0,47.55885,45.13673,2.418502,0,0,1,0,0,1.767052,4
219,Georgia,2016-10-17,2016-10-20,Time/Abt SRBI,0.777777778,837,42,44,9,0,42.37531,46.98845,6.20925,0,0,1,0,0,1.73699,3
220,New Hampshire,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,702,47,38,10,0,45.62528,37.34293,7.69243,0,0,1,0,0,1.734731,6
221,Missouri,2016-10-28,2016-10-31,Monmouth University,1,403,38,52,4,0,37.0641,52.04086,4.43456,0,0,1,0,0,1.718667,3
222,Iowa,2016-11-01,2016-11-03,Loras College,0.444444444,500,44.2,43.4,3.2,0,44.90779,44.60271,3.139172,0,0,1,0,0,1.706706,2
223,Maine,2016-10-20,2016-10-25,University of New Hampshire,0.666666667,677.5,48,37,5,0,47.81695,40.65277,4.237847,0,0,1,0,0,1.701639,5
224,New Hampshire,2016-10-31,2016-11-02,American Research Group,0.333333333,600,43,48,7.381739907,0,40.37428,44.45845,4.65976141,0,0,1,0,0,1.694422,2
225,Virginia,2016-10-29,2016-11-01,Roanoke College,0.333333333,649,45,38,5,0,44.33289,40.2916,4.922081,0,0,1,0,0,1.687265,3
226,Missouri,2016-10-24,2016-10-26,"Mason-Dixon Polling & Research, Inc.",0.666666667,618,42,47,3,0,40.84165,48.47509,2.62554,0,0,1,0,0,1.684183,2
227,North Carolina,2016-10-26,2016-10-27,Emerson College,0.555555556,649,48,45,4,0,48.1259,44.11272,3.50694,0,0,1,0,0,1.661997,1
228,U.S.,2016-10-21,2016-10-24,Greenberg Quinlan Rosner (Democracy Corps),0.444444444,915,50,38,5,0,49.0201,40.49033,2.804717,0,0,1,0,0,1.661163,3
229,Colorado,2016-10-29,2016-10-31,University of Denver,0.333333333,552,39,39,5,0,40.56562,40.02536,5.230365,0,0,1,0,0,1.660346,2
230,Indiana,2016-10-27,2016-10-30,Monmouth University,1,403,39,50,4,0,38.05541,50.24563,4.300468,0,0,1,0,0,1.655714,3
231,Idaho,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,618,29,47,6,0,27.60083,46.33158,3.69243,0,0,1,0,0,1.64052,6
232,Wisconsin,2016-10-31,2016-11-01,Loras College,0.444444444,500,43.9,37.9,6.8,0,44.61546,39.23007,6.647425,0,0,1,0,0,1.623444,1
233,Utah,2016-11-01,2016-11-03,Y2 Analytics,0.333333333,500,24,33,5,28,25.34813,35.57386,4.569504,28.06761,0,1,0,0,1.604829,2
234,U.S.,2016-10-22,2016-10-26,Saint Leo University,0.333333333,1041,46.05,34.95,7.6,0,44.76924,39.18106,5.875473,0,0,1,0,0,1.582383,4
235,Florida,2016-10-22,2016-10-26,Saint Leo University,0.333333333,1041,50.4,36.95,4.95,0,49.11743,41.16291,3.225473,0,0,1,0,0,1.567329,4
236,Missouri,2016-10-27,2016-11-01,DFM Research,0.444444444,500,38,47,3,0,37.80919,48.67888,3.328089,0,0,1,0,0,1.566275,5
237,Kentucky,2016-10-26,2016-10-28,Google Consumer Surveys,0.555555556,1000,24.8,38.2,7,0,31.38287,48.1466,5.938227,0,1,0,0,0,1.564146,2
238,Florida,2016-10-25,2016-10-30,TargetSmart/William & Mary,0.333333333,702,48,40,3,0,48.30933,42.53546,2.154291,0,0,1,0,0,1.560872,5
239,Illinois,2016-10-16,2016-10-18,Victory Research,0.333333333,1192,51.2,36.1,5.6,0,50.62864,37.56908,4.103082,0,0,1,0,0,1.557784,2
240,Washington,2016-11-04,2016-11-06,Insights West,0.333333333,403,51,36,4,0,51.24173,36.16951,4.344544,0,0,1,0,0,1.557452,2
241,California,2016-11-04,2016-11-06,Insights West,0.333333333,403,58,35,3,0,58.23531,35.16666,3.344544,0,0,1,0,0,1.554817,2
242,Georgia,2016-11-02,2016-11-03,Opinion Savvy/InsiderAdvantage,0.111111111,525,44.7,48.5,5.6,0,43.8863,47.90149,5.406828,0,0,1,0,0,1.542135,1
243,Arizona,2016-11-04,2016-11-06,Insights West,0.333333333,403,45,47,5,0,45.2361,47.16701,5.344544,0,0,1,0,0,1.530913,2
244,Colorado,2016-11-01,2016-11-02,Magellan Strategies,0.222222222,500,44.1,37.6,7,0,43.87988,37.2353,7.231653,0,0,1,0,0,1.530488,1
245,Illinois,2016-10-27,2016-10-30,Emerson College,0.555555556,500,53,41,2,0,53.15499,39.7833,1.731334,0,0,1,0,0,1.53035,3
246,Arkansas,2016-10-18,2016-10-25,University of Arkansas,0.777777778,600,31.3,51.1,7.381739907,0,31.09455,52.12732,4.65976141,0,0,1,0,0,1.519852,7
247,Ohio,2016-10-24,2016-10-26,Trafalgar Group,0.222222222,1157.5,44.15,48.54,1.89,0,44.01387,47.43716,2.076297,0,0,1,0,0,1.510603,2
248,Nevada,2016-10-28,2016-11-01,JMC Enterprises,0.222222222,600,45,45,4,0,45.18513,45.80397,4.686553,0,0,1,0,0,1.509311,4
249,Nevada,2016-10-20,2016-10-23,Bendixen & Amandi International,0.333333333,802,48,41,6,0,47.10323,43.49369,5.133839,0,0,1,0,0,1.501626,3
250,Illinois,2016-10-26,2016-10-27,Loras College,0.444444444,600,45,34,6,0,45.6904,36.28584,5.254827,0,0,1,0,0,1.500615,1
251,New Mexico,2016-10-28,2016-11-01,The Times-Picayune/Lucid,0.333333333,552,39,31,22,0,39.44445,33.99644,20.36684,0,0,1,0,0,1.489328,4
252,Nevada,2016-11-04,2016-11-06,Insights West,0.333333333,372.5,42,42,4,0,42.23429,42.16621,4.344544,0,0,1,0,0,1.479295,2
253,Oregon,2016-10-25,2016-10-29,"Davis, Hibbitts & Midghall, Inc.",0.555555556,500,41,34,4,0,42.88593,37.01685,3.262669,0,0,1,0,0,1.473267,4
254,Florida,2016-10-19,2016-10-19,Associated Industries of Florida,0.333333333,1000,44,41,4,0,44.38284,45.26431,2.329915,0,0,1,0,0,1.463409,0
255,Kentucky,2016-10-25,2016-10-30,Western Kentucky University,0.333333333,600,37,54,1,0,36.28793,54.44925,1.19285,0,0,1,0,0,1.462417,5
256,Florida,2016-10-25,2016-10-26,Dixie Strategies,0.333333333,702,42.4,45.7,7.381739907,0,42.81926,45.82367,4.65976141,0,0,1,0,0,1.462117,1
257,Minnesota,2016-10-20,2016-10-22,"Mason-Dixon Polling & Research, Inc.",0.666666667,618,47,39,6,0,45.8059,41.30911,5.147199,0,0,1,0,0,1.452589,2
258,Texas,2016-10-22,2016-10-24,Crosswind Media & Public Relations,0.333333333,802,38,45,7,0,37.96263,46.97692,5.248705,0,0,1,0,0,1.452143,2
259,U.S.,2016-10-11,2016-10-14,SurveyUSA,0.888888889,837,46,36,5,0,44.9855,37.8656,3.658588,0,0,1,0,0,1.451574,3
260,Utah,2016-10-20,2016-10-27,Dan Jones & Associates,0.333333333,837,24,32,4,30,23.49263,33.38083,2.880316,30.37186,0,1,0,0,1.444559,7
261,Massachusetts,2016-10-23,2016-11-02,Western New England University,0.777777778,403,56,26,8,0,54.54934,28.11633,7.270043,0,0,1,0,0,1.437726,10
262,West Virginia,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,465,29,56,7,0,27.59833,55.33043,4.69243,0,0,1,0,0,1.432996,6
263,South Dakota,2016-10-19,2016-10-21,Remington,0.333333333,1116,37,48,6,0,36.94929,49.16918,5.714757,0,0,1,0,0,1.42649,2
264,Pennsylvania,2016-10-25,2016-10-26,Emerson College,0.555555556,552,48,43,6,0,48.12632,42.37082,5.391376,0,0,1,0,0,1.422471,1
265,South Dakota,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,465,32,53,11,0,30.60196,52.33211,8.69243,0,0,1,0,0,1.410899,6
266,Vermont,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,465,61,25,6,0,59.6192,24.34011,3.69243,0,0,1,0,0,1.402252,6
267,Washington,2016-10-20,2016-10-22,Elway Research,1,500,48,31,1,0,48.40142,34.91003,1.067166,0,0,1,0,0,1.396776,2
268,Montana,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,434,30,52,11,0,28.60532,51.33367,8.69243,0,0,1,0,0,1.393522,6
269,Idaho,2016-10-23,2016-10-24,Rasmussen Reports/Pulse Opinion Research,0.333333333,738,29,48,6,0,29.59695,50.13865,5.337899,0,0,1,0,0,1.385991,1
270,Massachusetts,2016-10-24,2016-10-26,Suffolk University,0.666666667,500,57,25,4,0,57.19128,27.1699,4.528814,0,0,1,0,0,1.383446,2
271,New Hampshire,2016-10-17,2016-10-21,YouGov,0.555555556,778,43,38,8,0,43.9067,41.18108,7.460927,0,0,1,0,0,1.3806,4
272,U.S.,2016-10-12,2016-10-18,Princeton Survey Research Associates International,0.666666667,1041,49,38,7.381739907,0,48.48471,41.70923,4.65976141,0,0,0,1,0,1.37112,6
273,Florida,2016-10-26,2016-10-27,Emerson College,0.555555556,500,46,45,4,0,46.14374,44.19958,3.50694,0,0,1,0,0,1.36902,1
274,Maine,2016-10-24,2016-10-26,Maine People's Resource Center,0.222222222,802,42,37,9,0,43.37541,39.14096,7.608917,0,0,1,0,0,1.364807,2
275,Hawaii,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,434,52,28,9,0,50.61398,27.33769,6.69243,0,0,1,0,0,1.352251,6
276,North Carolina,2016-10-20,2016-10-23,Siena College,0.888888889,802,46,39,8,0,46.30374,42.19794,5.994473,0,0,1,0,0,1.34675,3
277,Montana,2016-10-10,2016-10-12,"Mason-Dixon Polling & Research, Inc.",0.666666667,1000,36,46,11,0,35.17969,49.30766,9.259796,0,0,1,0,0,1.342857,2
278,Maine CD-1,2016-10-28,2016-10-30,Emerson College,0.555555556,372.5,48.8,42.5,4.2,0,49.01021,41.46093,3.931334,0,0,1,0,0,1.33559,2
279,Maine CD-2,2016-10-28,2016-10-30,Emerson College,0.555555556,372.5,43.6,42.2,6.3,0,43.78944,41.0941,6.031334,0,0,1,0,0,1.33559,2
280,Rhode Island,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,403,48,36,6,0,46.62957,35.34492,3.69243,0,0,1,0,0,1.33184,6
281,U.S.,2016-10-14,2016-10-16,Monmouth University,1,738,50,38,5,0,49.11955,40.53084,3.792032,0,0,1,0,0,1.330319,2
282,Pennsylvania,2016-10-07,2016-10-11,Selzer & Company,1,802,48,39,6,0,48.79026,41.73431,3.630069,0,0,1,0,0,1.325175,4
283,Nebraska CD-3,2016-09-25,2016-09-26,Emerson College,0.555555556,702,20,65,7.381739907,0,18.62685,62.84461,4.65976141,0,0,1,0,0,1.324071,1
284,Nebraska CD-1,2016-09-25,2016-09-26,Emerson College,0.555555556,702,29,53,7.381739907,0,27.63954,50.77678,4.65976141,0,0,1,0,0,1.324071,1
285,New Hampshire,2016-10-22,2016-10-25,Monmouth University,1,403,46,42,7,0,45.01475,43.7226,6.767071,0,0,1,0,0,1.318332,3
286,Alaska,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,403,31,48,12,0,29.60705,47.33447,9.69243,0,0,1,0,0,0,6
287,Michigan,2016-10-25,2016-10-26,Emerson College,0.555555556,500,50,43,3,0,50.13998,42.451,2.391376,0,0,1,0,0,1.310024,1
288,Maine CD-2,2016-10-10,2016-10-11,Clarity Campaign Labs,0.555555556,915,39,39,7.381739907,0,37.26624,39.54083,4.65976141,0,0,1,0,0,1.305297,1
289,U.S.,2016-10-28,2016-11-01,CBS News/New York Times,0.777777778,915,45,42,5,0,45.23948,42.55291,3.928672,0,0,1,0,0,1.287639,4
290,Louisiana,2016-10-17,2016-10-19,"Mason-Dixon Polling & Research, Inc.",0.666666667,618,34,54,2,0,32.82679,56.29145,0.8068885,0,0,1,0,0,1.283125,2
291,Alaska,2016-10-25,2016-10-27,Google Consumer Surveys,0.555555556,434,38,39,11,0,43.43333,46.13872,9.828628,0,0,1,0,0,0,2
292,North Carolina,2016-10-10,2016-10-15,CNN/Opinion Research Corp.,0.777777778,778,48,47,4,0,47.44931,47.59521,1.670184,0,0,1,0,0,1.269467,5
293,Arizona,2016-10-21,2016-10-24,Monmouth University,1,403,45,46,4,0,43.96341,47.57774,3.631784,0,0,1,0,0,0,3
294,Florida,2016-10-27,2016-11-01,Quinnipiac University,0.777777778,618,46,45,2,0,46.64637,44.59952,1.69427,0,0,1,0,0,1.259689,5
295,Ohio,2016-10-10,2016-10-15,CNN/Opinion Research Corp.,0.777777778,778,44,48,4,0,43.47943,48.83268,1.670184,0,0,1,0,0,1.252412,5
296,Nevada,2016-10-12,2016-10-14,YouGov,0.555555556,1000,46,40,4,0,47.07633,43.22807,2.957501,0,0,1,0,0,1.251301,2
297,U.S.,2016-10-17,2016-10-20,American Research Group,0.333333333,1000,49,42,7.381739907,0,46.49783,41.0345,4.65976141,0,0,1,0,0,1.244491,3
298,North Carolina,2016-10-27,2016-11-01,Quinnipiac University,0.777777778,600,47,44,3,0,47.6274,43.55398,2.694269,0,0,1,0,0,1.239709,5
299,Delaware,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,372.5,50,39,6,0,48.5915,38.32726,3.69243,0,0,1,0,0,1.23725,6
300,Idaho,2016-10-25,2016-10-27,Google Consumer Surveys,0.555555556,403,29,41,9,0,34.42361,48.08162,7.828628,0,0,1,0,0,1.230599,2
301,Wisconsin,2016-10-27,2016-10-28,Emerson College,0.555555556,403,48,42,9,0,48.16031,41.04472,8.620993,0,0,1,0,0,1.228892,1
302,Ohio,2016-10-10,2016-10-12,Marist College,0.888888889,738,41,42,9,0,40.08881,45.54591,5.52235,0,0,1,0,0,1.226773,2
303,North Carolina,2016-10-20,2016-10-23,Monmouth University,1,403,47,46,4,0,45.9461,47.50813,3.497823,0,0,1,0,0,1.213548,3
304,Wisconsin,2016-10-13,2016-10-16,St. Norbert College,0.777777778,677.5,47,39,1,0,47.01667,42.22475,0.4889597,0,0,1,0,0,1.195474,3
305,U.S.,2016-11-02,2016-11-05,ABC News/Washington Post,1,1949,47,43,4,0,45.28374,41.76419,4.635295,0,0,1,0,0,1.175537,3
306,North Carolina,2016-10-17,2016-10-18,The Times-Picayune/Lucid,0.333333333,915,42,41,8,0,42.36172,45.92974,4.981711,0,0,1,0,0,1.174069,1
307,Indiana,2016-10-30,2016-11-01,Gravis Marketing,0.444444444,403,39,49,5,0,39.03215,48.77753,5.454842,0,0,0,1,0,1.168094,2
308,Colorado,2016-10-10,2016-10-16,Quinnipiac University,0.777777778,677.5,45,37,10,0,45.79907,39.39978,7.895391,0,0,1,0,0,1.150121,6
309,Florida,2016-10-31,2016-11-06,Ipsos,0.777777778,875,47.66,46.77,7.381739907,0,47.6194,46.50841,4.65976141,0,0,1,0,0,1.144719,6
310,Vermont,2016-10-19,2016-10-22,Braun Research,0.333333333,600,50,22,7,0,49.92209,25.14035,5.535173,0,0,1,0,0,1.142368,3
311,Texas,2016-10-07,2016-10-15,University of Houston,0.555555556,1000,38,41,4,0,38.18245,44.98571,2.351346,0,0,1,0,0,1.140769,8
312,California,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1611,47.88,26.4,6.22,0,53.19788,31.92546,5.935791,0,0,1,0,0,1.13495,6
313,U.S.,2016-10-18,2016-10-23,Centre College,0.333333333,552,44.9,40,6,0,45.37368,42.53225,4.58478,0,0,1,0,0,1.132303,5
314,Texas,2016-10-10,2016-10-12,SurveyUSA,0.888888889,649,43,47,3,0,42.0806,48.81007,1.525247,0,0,1,0,0,1.125084,2
315,U.S.,2016-10-12,2016-10-17,Public Religion Research Institute,0.333333333,702,51,36,7.381739907,0,48.48427,38.33123,4.65976141,0,0,1,0,0,1.124309,5
316,Florida,2016-10-17,2016-10-18,The Times-Picayune/Lucid,0.333333333,875,45,39,6,0,45.37721,44.11557,2.981712,0,0,1,0,0,1.123749,1
317,Virginia,2016-10-17,2016-10-18,The Times-Picayune/Lucid,0.333333333,802,43,38,9,0,43.3713,43.04462,5.981711,0,0,1,0,0,1.123315,1
318,North Dakota,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,309,29,57,9,0,27.6119,56.33672,6.69243,0,0,1,0,0,1.118734,6
319,District of Columbia,2016-11-01,2016-11-07,SurveyMonkey,0.111111111,309,85,7,2,0,83.62971,6.344993,-0.3075705,0,0,1,0,0,1.11173,6
320,North Carolina,2016-10-14,2016-10-17,"National Research, Inc.",0.666666667,600,44,42,5,0,44.67206,45.48837,3.470814,0,0,1,0,0,1.110917,3
321,Oregon,2016-10-10,2016-10-12,SurveyUSA,0.888888889,649,48,38,6,0,47.13495,40.15344,4.525247,0,0,1,0,0,1.109844,2
322,Florida,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1367,36.53,41.36,4.56,0,41.84401,46.88367,4.275792,0,0,1,0,0,1.104471,6
323,Nevada,2016-10-10,2016-10-11,Clarity Campaign Labs,0.555555556,1000,43,43,7.381739907,0,41.97417,43.95168,4.65976141,0,0,1,0,0,1.101774,1
324,New York,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1290,39.83,33.29,3.53,0,45.14759,38.81533,3.245792,0,0,1,0,0,1.101604,6
325,Illinois,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1251,38.27,31.55,5.31,0,43.58353,37.07344,5.025792,0,0,1,0,0,1.099989,6
326,Maine CD-2,2016-10-20,2016-10-25,University of New Hampshire,0.666666667,341,43,40,6,0,42.8101,43.57027,5.237848,0,0,1,0,0,1.097816,5
327,Oklahoma,2016-10-18,2016-10-20,SoonerPoll.com,0.555555556,525,29.6,59.6,4.5,0,28.59067,61.05859,4.037191,0,0,1,0,0,1.090912,2
328,California,2016-10-31,2016-11-06,Ipsos,0.777777778,738,58.85,31.74,7.381739907,0,58.33806,31.00473,4.65976141,0,0,1,0,0,1.088864,6
329,U.S.,2016-10-31,2016-11-04,Ipsos,0.777777778,2239.5,43,39,6,0,43.1295,38.96855,6.757478,0,0,1,0,0,1.085881,4
330,Texas,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1157.5,32.29,42.48,5.36,0,37.60049,48.00203,5.075792,0,0,1,0,0,1.084857,6
331,Pennsylvania,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1192,37.69,37.29,4.89,0,42.99848,42.8111,4.605792,0,0,1,0,0,1.083023,6
332,U.S.,2016-10-22,2016-10-25,Fox News/Anderson Robbins Research/Shaw & Company Research,0.888888889,1226,44,41,7,0,45.13214,42.9112,5.986346,0,0,1,0,0,1.075037,3
333,New Hampshire,2016-10-26,2016-10-28,Praecones Analytica,0.333333333,403,42.9,44.6,4.4,0,44.4413,43.50653,4.371678,0,0,1,0,0,1.072116,2
334,Georgia,2016-10-17,2016-10-18,The Times-Picayune/Lucid,0.333333333,802,44,40,8,0,44.35197,44.8127,4.981711,0,0,1,0,0,1.06874,1
335,Maine CD-1,2016-10-24,2016-10-26,Maine People's Resource Center,0.222222222,434,44.9,33.4,8.9,0,46.28344,35.60228,7.508916,0,0,1,0,0,1.067526,2
336,Ohio,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1083,35.03,38.18,5.31,0,40.34526,43.70425,5.025792,0,0,1,0,0,1.065084,6
337,Maine CD-1,2016-10-20,2016-10-25,University of New Hampshire,0.666666667,341,54,34,4,0,53.8231,37.72686,3.237847,0,0,1,0,0,1.064374,5
338,Pennsylvania,2016-10-20,2016-10-26,Muhlenberg College,0.888888889,434,45,39,8,0,46.28763,42.41888,5.480949,0,0,1,0,0,1.061654,6
339,New Jersey,2016-11-01,2016-11-07,Google Consumer Surveys,0.555555556,1000,39.37,32.57,3.33,0,44.69051,38.09669,3.045792,0,0,1,0,0,1.05925,6
340,Texas,2016-10-31,2016-11-06,Ipsos,0.777777778,649,39.3,48.75,7.381739907,0,38.5996,47.83074,4.65976141,0,0,1,0,0,1.058048,6
